"Date","State","Bill","Bill Description","Bill Type","Status","Bill Link","year"
2023-02-06,"Oklahoma","HB1011","Public health and safety; defining terms; health care professionals; gender transition procedures; referrals; exceptions; public funds; Medicaid program reimbursements; felony penalties; statute of limitations; unprofessional conduct; license revocation; statute of limitations; claims or defenses; civil actions; administrative remedies; attorney fees; Attorney General; codification; effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/HB1011/2023","2023"
2023-02-06,"Oklahoma","HB1377","Oklahoma Save Adolescents from Experimentation (SAFE) Act; effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/HB1377/2023","2023"
2023-02-06,"Oklahoma","HB1466","Public health and safety; definitions; health care professionals; gender transition; exceptions; statute of limitations; license revocation; state license holders; certain claims; civil actions; attorney fees; effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/HB1466/2023","2023"
2023-02-06,"Oklahoma","HB2186","Crimes and punishments; adult cabaret and drag performance; making certain acts unlawful; codification; emergency.","Drag Performance","Dead/Failed","https://legiscan.com/OK/bill/HB2186/2023","2023"
2023-02-06,"Oklahoma","HB2736","Crimes and punishments; adding definition; effective date.","Drag Performance","Dead/Failed","https://legiscan.com/OK/bill/HB2736/2023","2023"
2023-02-06,"Oklahoma","SB1004","Public retirement systems; creating the Oklahoma Pension Fiduciary Duty Act. Effective date.","Other","Dead/Failed","https://legiscan.com/OK/bill/SB1004/2023","2023"
2023-02-06,"Oklahoma","SB1007","Student athletics; creating the Save Men's Sports Act; requiring designation of certain athletic teams. Effective date. Emergency.","Youth Athletics","Dead/Failed","https://legiscan.com/OK/bill/SB1007/2023","2023"
2023-02-06,"Oklahoma","SB129","Health care; prohibiting certain uses of public funds, public facilities, and public employees. Emergency.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB129/2023","2023"
2023-02-06,"Oklahoma","SB131","Schools; amending the Parents' Bill of Rights; providing for civil action; modifying certain rights. Effective date. Emergency.","Schools / Education","Dead/Failed","https://legiscan.com/OK/bill/SB131/2023","2023"
2023-02-06,"Oklahoma","SB250","Public programs; prohibiting public funding for provider of gender transition procedures; allowing reapplication under certain conditions. Emergency.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB250/2023","2023"
2023-02-06,"Oklahoma","SB252","Health care; prohibiting certain medical treatment for minors; providing administrative penalty. Effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB252/2023","2023"
2023-02-06,"Oklahoma","SB30","Schools; requiring certain notifications; prohibiting use of certain names and pronouns without consent; prohibiting certain instruction in certain grades. Effective date. Emergency.","Schools / Education","Dead/Failed","https://legiscan.com/OK/bill/SB30/2023","2023"
2023-02-06,"Oklahoma","SB345","Crime and punishment; making certain medical treatment unlawful; defining term; providing for certain penalty. Emergency.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB345/2023","2023"
2023-02-06,"Oklahoma","SB614","Health care; prohibiting gender reassignment medical treatment for minors; providing for certain civil actions and relief. Emergency.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB614/2023","2023"
2023-02-06,"Oklahoma","SB731","Abortion; adding and modifying definitions of abortion. Effective date.","Other","Dead/Failed","https://legiscan.com/OK/bill/SB731/2023","2023"
2023-02-06,"Oklahoma","SB786","Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief. Effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB786/2023","2023"
2023-02-06,"Oklahoma","SB787","Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief. Effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB787/2023","2023"
2023-02-06,"Oklahoma","SB788","Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief; creating certain criminal offense and penalty. Effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB788/2023","2023"
2023-02-06,"Oklahoma","SB789","Health care; prohibiting provision of certain services to minor; authorizing certain civil action; authorizing reward of certain damages or relief; creating certain criminal offense and penalty. Effective date.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB789/2023","2023"
2023-02-06,"Oklahoma","SB878","Health care; creating the Oklahoma Save Adolescents from Experimentation (SAFE) Act; prohibiting gender transition procedures; providing for administrative and civil enforcement. Emergency.","Healthcare","Dead/Failed","https://legiscan.com/OK/bill/SB878/2023","2023"
